id,tweet_type,attack_annotation
869129397474873344,deletion,1
869129452026032128,deletion,1
869129464592162817,deletion,1
869129288439779328,deletion,1
869129070323388418,deletion,1
869129749804847104,deletion,1
869129531717820416,deletion,1
869129347151613952,deletion,1
870617217792192512,tweet,1
870617318430302208,tweet,1
870617343612858368,tweet,1
870617540728324098,tweet,1
870617595262767104,tweet,1
870617624622882816,tweet,1
870617683355631616,tweet,1
870617683355631618,tweet,1
870617721108606979,tweet,1
870617746274385920,tweet,1
870617838532349952,tweet,1
870617867909246976,tweet,1
870617951803723776,tweet,1
870617981134524417,tweet,1
870617981151326210,tweet,1
870618027267694592,tweet,1
870618165679710209,tweet,1
870618354456956928,tweet,1
870618358626086912,tweet,1
870618371213193218,tweet,1
870618450896580608,tweet,1
870618484442583044,tweet,1
870618509608439808,tweet,1
870618530613514240,tweet,1
870618673186295808,tweet,1
870618752911638529,tweet,1
870618769667895296,tweet,1
870618773874769922,tweet,1
870618929047240704,tweet,1
870618991991148544,tweet,1
870619063290126336,tweet,1
870619138766639104,tweet,1
870619180713877504,tweet,1
870617624622882816,deletion,1
870617683355631618,deletion,1
870617951803723776,deletion,1
870617981134524417,deletion,1
870617981151326210,deletion,1
870618991991148544,deletion,1
870617217792192512,deletion,1
870617318430302208,deletion,1
870619218483568640,tweet,1
870618769667895296,deletion,1
870618165679710209,deletion,1
870617595262767104,deletion,1
870618929047240704,deletion,1
870617867909246976,deletion,1
870618484442583044,deletion,1
870617540728324098,deletion,1
870617721108606979,deletion,1
870618673186295808,deletion,1
870619239438311424,tweet,1
870617746274385920,deletion,1
870619180713877504,deletion,1
870618358626086912,deletion,1
870619239438311424,deletion,1
870617343612858368,deletion,1
870617683355631616,deletion,1
870617838532349952,deletion,1
870618027267694592,deletion,1
870618354456956928,deletion,1
870618371213193218,deletion,1
870618509608439808,deletion,1
870618530613514240,deletion,1
870618450896580608,deletion,1
870618773874769922,deletion,1
870618752911638529,deletion,1
870619138766639104,deletion,1
870619063290126336,deletion,1
870619218483568640,deletion,1
872040189941735425,tweet,1
872040391272529922,tweet,1
872041028819267584,tweet,1
872041267865235457,tweet,1
872041444047040513,tweet,1
872040391272529922,deletion,1
872041267865235457,deletion,1
872041028819267584,deletion,1
872040189941735425,deletion,1
872041444047040513,deletion,1
872043167901724672,tweet,2
872043738331328513,tweet,2
872044312950956032,tweet,2
872044723971784704,tweet,2
872044749129175040,tweet,2
872045021788295169,tweet,2
872045105657544704,tweet,2
872044723971784704,deletion,2
872045021788295169,deletion,2
872044749129175040,deletion,2
872045105657544704,deletion,2
872044312950956032,deletion,2
872043738331328513,deletion,2
872043167901724672,deletion,2
873581055600726022,tweet,1
873581848307355648,tweet,1
873581877675925505,tweet,1
873582242601336833,tweet,1
873582607480614912,tweet,1
873582754272772100,tweet,1
873583177910165506,tweet,1
873583320512307202,tweet,1
873583861581721600,tweet,1
873583991626108928,tweet,1
873583995820417024,tweet,1
873583861581721600,deletion,1
873583995820417024,deletion,1
873583991626108928,deletion,1
873582242601336833,deletion,1
873581055600726022,deletion,1
873581848307355648,deletion,1
873582754272772100,deletion,1
873583177910165506,deletion,1
873581877675925505,deletion,1
873582607480614912,deletion,1
873583320512307202,deletion,1
874361879799443458,tweet,1
874362009822912513,tweet,1
874362072741675009,tweet,1
874362722862985216,tweet,1
874362915792592898,tweet,1
874363146508656641,tweet,1
874363523970850816,tweet,1
874366418061598720,tweet,1
874366732625948672,tweet,1
874366774556454912,tweet,1
874366841661120516,tweet,1
874366862645243906,tweet,1
874366908790910981,tweet,1
874366908790910981,deletion,1
874366862645243906,deletion,1
874366418061598720,deletion,1
874362072741675009,deletion,1
874366774556454912,deletion,1
874362915792592898,deletion,1
874362009822912513,deletion,1
874366841661120516,deletion,1
874363146508656641,deletion,1
874361879799443458,deletion,1
874362722862985216,deletion,1
874363523970850816,deletion,1
874366732625948672,deletion,1
877544534443470848,tweet,1
877544660297805825,tweet,1
877544698046554113,tweet,1
877544928724865024,tweet,1
877545088108384258,tweet,1
877545138431696897,tweet,1
877545708873797633,tweet,1
877545847260663808,tweet,1
877545905989275648,tweet,1
877546115721293824,tweet,1
877547269167382528,tweet,1
877547873138864128,tweet,1
877544698046554113,deletion,1
877546115721293824,deletion,1
877544928724865024,deletion,1
877545708873797633,deletion,1
877545847260663808,deletion,1
877547873138864128,deletion,1
877544534443470848,deletion,1
877545088108384258,deletion,1
877545138431696897,deletion,1
877547269167382528,deletion,1
877544660297805825,deletion,1
877545905989275648,deletion,1
879358017283776512,tweet,1
879358134724284416,tweet,1
879358247974711296,tweet,1
879358432532467712,tweet,1
879358843553239041,tweet,1
879358872921812993,tweet,1
879358902306996225,tweet,1
879359015549112320,tweet,1
879359049082470400,tweet,1
879359078455291904,tweet,1
879359510447398912,tweet,1
879359527224844288,tweet,1
879359049082470400,deletion,1
879359527224844288,deletion,1
879359015549112320,deletion,1
879358843553239041,deletion,1
879358872921812993,deletion,1
879358902306996225,deletion,1
879358432532467712,deletion,1
879358134724284416,deletion,1
879359078455291904,deletion,1
879359510447398912,deletion,1
879358247974711296,deletion,1
879358017283776512,deletion,1
879796162684997632,tweet,1
879796225599524865,tweet,1
879797542590062592,tweet,1
879797764883968001,tweet,1
879798540834394113,tweet,1
879798767331004417,tweet,1
879798855436566528,tweet,1
879800101115502592,tweet,1
879800210175774721,tweet,1
879800503764430849,tweet,1
879802449929940992,tweet,1
879802454136827904,tweet,1
879803779528495105,tweet,1
879805373380788226,tweet,1
879805469858156549,tweet,1
879805373380788226,deletion,1
879807885764685825,tweet,1
879807906727723008,tweet,1
879809630578364417,tweet,1
879809735444365312,tweet,1
879809768982024192,tweet,1
879810180027953153,tweet,1
879811484490051585,tweet,1
879811564181880832,tweet,1
879812071688425474,tweet,1
879813288007266309,tweet,1
879814017841328129,tweet,1
879815414548713475,tweet,1
879815821391998977,tweet,1
879816295335833601,tweet,1
879816433752039424,tweet,1
879817390049120259,tweet,1
879802449929940992,deletion,1
879818174404980736,tweet,1
879818308605931520,tweet,1
879819030030430212,tweet,1
879819323614912513,tweet,1
879819386525274116,tweet,1
879820086969806848,tweet,1
879820200216064001,tweet,1
879820405762117634,tweet,1
879820426733658112,tweet,1
879820934231805952,tweet,1
879821362059243521,tweet,1
879821395605282816,tweet,1
879821408196599808,tweet,1
879821433358225409,tweet,1
879822066719109122,tweet,1
879826906920747009,tweet,1
879800503764430849,deletion,1
879820405762117634,deletion,1
879819323614912513,deletion,1
879822066719109122,deletion,1
879826906920747009,deletion,1
879798767331004417,deletion,1
879797542590062592,deletion,1
879813288007266309,deletion,1
879811564181880832,deletion,1
879805469858156549,deletion,1
879817390049120259,deletion,1
879818174404980736,deletion,1
879800101115502592,deletion,1
879820086969806848,deletion,1
879810180027953153,deletion,1
879811484490051585,deletion,1
879818308605931520,deletion,1
879809735444365312,deletion,1
879800210175774721,deletion,1
879798855436566528,deletion,1
879809630578364417,deletion,1
879807885764685825,deletion,1
879820426733658112,deletion,1
879821395605282816,deletion,1
879821408196599808,deletion,1
879815821391998977,deletion,1
879797764883968001,deletion,1
879816295335833601,deletion,1
879796225599524865,deletion,1
879815414548713475,deletion,1
879820200216064001,deletion,1
879814017841328129,deletion,1
879807906727723008,deletion,1
879820934231805952,deletion,1
879819030030430212,deletion,1
879819386525274116,deletion,1
879796162684997632,deletion,1
879802454136827904,deletion,1
879812071688425474,deletion,1
879821362059243521,deletion,1
879803779528495105,deletion,1
879809768982024192,deletion,1
879798540834394113,deletion,1
879821433358225409,deletion,1
879816433752039424,deletion,1
883772752943099904,tweet,1
883772853593804802,tweet,1
883772912326541318,tweet,1
883772971042709505,tweet,1
883773038164156416,tweet,1
883773050747006976,tweet,1
883773054941319169,tweet,1
883773088470622209,tweet,1
883773096884305920,tweet,1
883773138798080004,tweet,1
883773143013371913,tweet,1
883773163989082113,tweet,1
883773172377673729,tweet,1
883773210105393154,tweet,1
883773235275460608,tweet,1
883773247849889792,tweet,1
883773256267952128,tweet,1
883773407258710016,tweet,1
883773424035934208,tweet,1
883773608589438981,tweet,1
883773675677376514,tweet,1
883773705050095617,tweet,1
883773726029959172,tweet,1
883773944108548097,tweet,1
883773973485543424,tweet,1
883774061565947904,tweet,1
883774069950353408,tweet,1
883774321608585217,tweet,1
883774472595152904,tweet,1
883774556485419009,tweet,1
883774673951109121,tweet,1
883774690703093760,tweet,1
883774707488698370,tweet,1
883774938179620864,tweet,1
883775043045666817,tweet,1
883775164680470533,tweet,1
883775290476027905,tweet,1
883775315646042114,tweet,1
883775433090748416,tweet,1
883775529555505154,tweet,1
883774061565947904,deletion,1
883773675677376514,deletion,1
883773944108548097,deletion,1
883773143013371913,deletion,1
883775043045666817,deletion,1
883773705050095617,deletion,1
883775529555505154,deletion,1
883772752943099904,deletion,1
883772912326541318,deletion,1
883775433090748416,deletion,1
883775315646042114,deletion,1
883773407258710016,deletion,1
883774938179620864,deletion,1
883775164680470533,deletion,1
883773054941319169,deletion,1
883774321608585217,deletion,1
883773172377673729,deletion,1
883773138798080004,deletion,1
883774707488698370,deletion,1
883772853593804802,deletion,1
883774069950353408,deletion,1
883773424035934208,deletion,1
883774472595152904,deletion,1
883775290476027905,deletion,1
883773608589438981,deletion,1
883773973485543424,deletion,1
883772971042709505,deletion,1
883774690703093760,deletion,1
883774673951109121,deletion,1
883774556485419009,deletion,1
883773038164156416,deletion,1
883773050747006976,deletion,1
883773726029959172,deletion,1
883773096884305920,deletion,1
883773088470622209,deletion,1
883773163989082113,deletion,1
883773256267952128,deletion,1
883773235275460608,deletion,1
883773210105393154,deletion,1
883773247849889792,deletion,1
883811579602636800,tweet,1
883811579602636800,deletion,1
885888204683055105,tweet,1
885888330512183298,tweet,1
885888372471889921,tweet,1
885888389228232704,tweet,1
885888447961071616,tweet,1
885888452151177217,tweet,1
885888456366411776,tweet,1
885888460531355648,tweet,1
885888468911407104,tweet,1
885888473135284224,tweet,1
885888502470148096,tweet,1
885888519272574976,tweet,1
885888561203081217,tweet,1
885888582157774848,tweet,1
885888607361388544,tweet,1
885888619935870976,tweet,1
885888624134430720,tweet,1
885888624126025729,tweet,1
885888636692123648,tweet,1
885888670242406402,tweet,1
885888695416619009,tweet,1
885888716409102341,tweet,1
885888741553967104,tweet,1
885888754132668418,tweet,1
885888758331179009,tweet,1
885888766715584514,tweet,1
885888800299397120,tweet,1
885888808654434304,tweet,1
885888858986041344,tweet,1
885889009980977152,tweet,1
885889014187872257,tweet,1
885889135810158592,tweet,1
885889135831113729,tweet,1
885889144207138816,tweet,1
885889190369656832,tweet,1
885889198724710401,tweet,1
885889370712137730,tweet,1
885889601386274818,tweet,1
885889618159206400,tweet,1
885889702053785601,tweet,1
885889781728727040,tweet,1
885889848850165760,tweet,1
885890327009218561,tweet,1
885890335410356224,tweet,1
885890381535227904,tweet,1
885890402510925825,tweet,1
885890498975727617,tweet,1
885890402510925825,deletion,1
885890662536810497,tweet,1
885890675149066240,tweet,1
885890704496619520,tweet,1
885890704496635910,tweet,1
885890813556912128,tweet,1
885890830325731328,tweet,1
885890922583556098,tweet,1
885890922604630017,tweet,1
885891027437056002,tweet,1
885891035859234817,tweet,1
885890922604630017,deletion,1
885891274905186304,tweet,1
885891354601115648,tweet,1
885891425900081153,tweet,1
885888695416619009,deletion,1
885890498975727617,deletion,1
885889618159206400,deletion,1
885890335410356224,deletion,1
885890922583556098,deletion,1
885888204683055105,deletion,1
885889135831113729,deletion,1
885889009980977152,deletion,1
885888582157774848,deletion,1
885889198724710401,deletion,1
885888473135284224,deletion,1
885889848850165760,deletion,1
885890327009218561,deletion,1
885888758331179009,deletion,1
885890381535227904,deletion,1
885891354601115648,deletion,1
885889190369656832,deletion,1
885888372471889921,deletion,1
885890704496635910,deletion,1
885890813556912128,deletion,1
885889135810158592,deletion,1
885888389228232704,deletion,1
885889014187872257,deletion,1
885888858986041344,deletion,1
885891274905186304,deletion,1
885889702053785601,deletion,1
885889601386274818,deletion,1
885890675149066240,deletion,1
885888330512183298,deletion,1
885888460531355648,deletion,1
885888452151177217,deletion,1
885889781728727040,deletion,1
885888447961071616,deletion,1
885890704496619520,deletion,1
885890662536810497,deletion,1
885891027437056002,deletion,1
885889370712137730,deletion,1
885891480451252227,tweet,1
885888716409102341,deletion,1
885888456366411776,deletion,1
885888468911407104,deletion,1
885891035859234817,deletion,1
885888502470148096,deletion,1
885888519272574976,deletion,1
885889144207138816,deletion,1
885890830325731328,deletion,1
885888561203081217,deletion,1
885888607361388544,deletion,1
885888636692123648,deletion,1
885888619935870976,deletion,1
885888624134430720,deletion,1
885888624126025729,deletion,1
885888670242406402,deletion,1
885888754132668418,deletion,1
885888741553967104,deletion,1
885888766715584514,deletion,1
885888808654434304,deletion,1
885888800299397120,deletion,1
885891425900081153,deletion,1
885891480451252227,deletion,1
885904562472747011,tweet,2
885904617011281921,tweet,2
885904675735838720,tweet,2
885904705074999296,tweet,2
885904751208140801,tweet,2
885904772192251904,tweet,2
885904864462725121,tweet,2
885904906409963520,tweet,2
885904910612606977,tweet,2
885904927385690112,tweet,2
885904969316085760,tweet,2
885904998697246722,tweet,2
885905082566545408,tweet,2
885905149662818306,tweet,2
885905174845370368,tweet,2
885905376159444992,tweet,2
885905397156126721,tweet,2
885904927385690112,deletion,2
885904969316085760,deletion,2
885905376159444992,deletion,2
885904675735838720,deletion,2
885904998697246722,deletion,2
885904617011281921,deletion,2
885905397156126721,deletion,2
885904562472747011,deletion,2
885904705074999296,deletion,2
885904751208140801,deletion,2
885904772192251904,deletion,2
885904864462725121,deletion,2
885904906409963520,deletion,2
885904910612606977,deletion,2
885905082566545408,deletion,2
885905149662818306,deletion,2
885905174845370368,deletion,2
888362395248230400,tweet,1
888362416219750401,tweet,1
888362583996149760,tweet,1
888362735007932416,tweet,1
888362919544664064,tweet,1
888362957305991168,tweet,1
888362974091632640,tweet,1
888363489961627648,tweet,1
888363607393783809,tweet,1
888363733252272128,tweet,1
888363783588114432,tweet,1
888363917784883201,tweet,1
888364018473332737,tweet,1
888364232345100288,tweet,1
888364517591322624,tweet,1
888365356456300549,tweet,1
888362395248230400,deletion,1
888364018473332737,deletion,1
888362583996149760,deletion,1
888363783588114432,deletion,1
888365356456300549,deletion,1
888362919544664064,deletion,1
888362416219750401,deletion,1
888363917784883201,deletion,1
888364517591322624,deletion,1
888362957305991168,deletion,1
888363489961627648,deletion,1
888363607393783809,deletion,1
888363733252272128,deletion,1
888362735007932416,deletion,1
888362974091632640,deletion,1
888364232345100288,deletion,1
898971723642449920,tweet,1
898971753011187716,tweet,1
898971790738833409,tweet,1
898971820136816640,tweet,1
898971853691211778,tweet,1
898971857885421569,tweet,1
898971870459863040,tweet,1
898971887212134401,tweet,1
898971891431550976,tweet,1
898971933378793473,tweet,1
898971962726260737,tweet,1
898971962730438656,tweet,1
898971971110682624,tweet,1
898971987896401920,tweet,1
898971987896348672,tweet,1
898972000474943488,tweet,1
898972008859320320,tweet,1
898972017235546112,tweet,1
898972029839319040,tweet,1
898972075959910400,tweet,1
898972101146800129,tweet,1
898972143073054720,tweet,1
898972180809121792,tweet,1
898972235335127040,tweet,1
898972252129173504,tweet,1
898972252112396288,tweet,1
898972273092292608,tweet,1
898972310849433600,tweet,1
898972336019341312,tweet,1
898972365392154625,tweet,1
898972382160990212,tweet,1
898972403107287040,tweet,1
898972419892891648,tweet,1
898972428298276864,tweet,1
898972457645813760,tweet,1
898972487001800705,tweet,1
898972520547844096,tweet,1
898972528953225216,tweet,1
898972017235546112,deletion,1
898972625422213121,tweet,1
898972805777293312,tweet,1
898972864501690368,tweet,1
898972868691742720,tweet,1
898973300726140928,tweet,1
898973367801401344,tweet,1
898973497820684290,tweet,1
898973581744365568,tweet,1
898973636249264129,tweet,1
898973703354146816,tweet,1
898972310849433600,deletion,1
898973770450436096,tweet,1
898973829174833152,tweet,1
898973883717627904,tweet,1
898973988579356673,tweet,1
898974038915207168,tweet,1
898974047312248832,tweet,1
898974076643020800,tweet,1
898974143747588096,tweet,1
898973703354146816,deletion,1
898974210852179968,tweet,1
898974236038938624,tweet,1
898974303147892736,tweet,1
898974408009818114,tweet,1
898974412208304132,tweet,1
898974462535639040,tweet,1
898974496085954561,tweet,1
898974542231592960,tweet,1
898974550607704064,tweet,1
898974579984433153,tweet,1
898974709974487040,tweet,1
898971857885421569,deletion,1
898972273092292608,deletion,1
898974408009818114,deletion,1
898972487001800705,deletion,1
898971820136816640,deletion,1
898973300726140928,deletion,1
898974709974487040,deletion,1
898972805777293312,deletion,1
898973497820684290,deletion,1
898974143747588096,deletion,1
898971891431550976,deletion,1
898973581744365568,deletion,1
898971987896348672,deletion,1
898972382160990212,deletion,1
898973367801401344,deletion,1
898972365392154625,deletion,1
898972252129173504,deletion,1
898971870459863040,deletion,1
898971723642449920,deletion,1
898973883717627904,deletion,1
898971962726260737,deletion,1
898972864501690368,deletion,1
898972868691742720,deletion,1
898974579984433153,deletion,1
898973988579356673,deletion,1
898974412208304132,deletion,1
898972336019341312,deletion,1
898973636249264129,deletion,1
898974303147892736,deletion,1
898974550607704064,deletion,1
898971753011187716,deletion,1
898971790738833409,deletion,1
898971853691211778,deletion,1
898971887212134401,deletion,1
898971933378793473,deletion,1
898971962730438656,deletion,1
898971971110682624,deletion,1
898971987896401920,deletion,1
898972000474943488,deletion,1
898972008859320320,deletion,1
898972029839319040,deletion,1
898972075959910400,deletion,1
898972143073054720,deletion,1
898972180809121792,deletion,1
898972235335127040,deletion,1
898972252112396288,deletion,1
898972403107287040,deletion,1
898972419892891648,deletion,1
898972428298276864,deletion,1
898972457645813760,deletion,1
898972520547844096,deletion,1
898972528953225216,deletion,1
898972625422213121,deletion,1
898973770450436096,deletion,1
898973829174833152,deletion,1
898974038915207168,deletion,1
898974047312248832,deletion,1
898974076643020800,deletion,1
898974210852179968,deletion,1
898974236038938624,deletion,1
898974462535639040,deletion,1
898974496085954561,deletion,1
898974542231592960,deletion,1
909082114401947648,tweet,1
909082508674916352,tweet,1
909082743560122369,tweet,1
909082785498923008,tweet,1
909082798094475264,tweet,1
909082894546751488,tweet,1
909082944895057922,tweet,1
909082957486395393,tweet,1
909083259438542848,tweet,1
909083657918451713,tweet,1
909083657901666304,tweet,1
909083699840475136,tweet,1
909083699865636864,tweet,1
909083750197268485,tweet,1
909083938924253185,tweet,1
909083980883996672,tweet,1
909084022831243265,tweet,1
909084064770084864,tweet,1
909084102510379008,tweet,1
909084178024730636,tweet,1
909082114401947648,deletion,1
909084022831243265,deletion,1
909082785498923008,deletion,1
909083259438542848,deletion,1
909082798094475264,deletion,1
909083657918451713,deletion,1
909083938924253185,deletion,1
909083657901666304,deletion,1
909082957486395393,deletion,1
909083980883996672,deletion,1
909082894546751488,deletion,1
909082743560122369,deletion,1
909083699865636864,deletion,1
909083699840475136,deletion,1
909082508674916352,deletion,1
909082944895057922,deletion,1
909084064770084864,deletion,1
909084178024730636,deletion,1
909084102510379008,deletion,1
909083750197268485,deletion,1
909462776845828096,tweet,1
909462856533504001,tweet,1
909463129200955392,tweet,1
909463573767876608,tweet,1
909463615706628096,tweet,1
909463682823999488,tweet,1
909463959647989760,tweet,1
909464311977975808,tweet,1
909464358132027393,tweet,1
909464400070873094,tweet,1
909464567834710017,tweet,1
909465738049617926,tweet,1
909465893213745152,tweet,1
909466077796687881,tweet,1
909466555930509314,tweet,1
909466723694383105,tweet,1
909467059247034369,tweet,1
909467138930470912,tweet,1
909467151517519872,tweet,1
909467348649807872,tweet,1
909467138930470912,deletion,1
909467059247034369,deletion,1
909463682823999488,deletion,1
909466723694383105,deletion,1
909466077796687881,deletion,1
909467348649807872,deletion,1
909466555930509314,deletion,1
909465738049617926,deletion,1
909465893213745152,deletion,1
909463959647989760,deletion,1
909463615706628096,deletion,1
909464400070873094,deletion,1
909464567834710017,deletion,1
909462856533504001,deletion,1
909467151517519872,deletion,1
909464358132027393,deletion,1
909464311977975808,deletion,1
909463573767876608,deletion,1
909462776845828096,deletion,1
909463129200955392,deletion,1
912006311855960065,tweet,1
912006320227840001,tweet,1
912006341211901952,tweet,1
912006341199323136,tweet,1
912006357993377793,tweet,1
912006387340849161,tweet,1
912006408320770050,tweet,1
912006467062059008,tweet,1
912006479632388096,tweet,1
912006521592205312,tweet,1
912006550943825920,tweet,1
912006580278824961,tweet,1
912006588680097792,tweet,1
912006588671696896,tweet,1
912006597068705793,tweet,1
912006601275473920,tweet,1
912006609664200705,tweet,1
912006630610522112,tweet,1
912006651615547394,tweet,1
912006710327484417,tweet,1
912006731273732096,tweet,1
912006748071956480,tweet,1
912006810986516482,tweet,1
912006836160794625,tweet,1
912006840359227394,tweet,1
912006710327484417,deletion,1
912007209428582401,tweet,1
912006320227840001,deletion,1
912006387340849161,deletion,1
912006357993377793,deletion,1
912006311855960065,deletion,1
912006341199323136,deletion,1
912006341211901952,deletion,1
912006408320770050,deletion,1
912006467062059008,deletion,1
912006479632388096,deletion,1
912006550943825920,deletion,1
912006588680097792,deletion,1
912006580278824961,deletion,1
912006651615547394,deletion,1
912006588671696896,deletion,1
912006597068705793,deletion,1
912006609664200705,deletion,1
912006601275473920,deletion,1
912006731273732096,deletion,1
912006748071956480,deletion,1
912006840359227394,deletion,1
912006810986516482,deletion,1
912006836160794625,deletion,1
912007633082732545,tweet,1
912006630610522112,deletion,1
912008677435068416,tweet,1
912006521592205312,deletion,1
912008677435068416,deletion,1
912007633082732545,deletion,1
912007209428582401,deletion,1
912018664098029571,tweet,2
912018664068706304,tweet,2
912018685056892928,tweet,2
912018706024341505,tweet,2
912018722801537024,tweet,2
912018747984146435,tweet,2
912018752182669313,tweet,2
912018760567070720,tweet,2
912018764740415488,tweet,2
912018794125647872,tweet,2
912018894776422400,tweet,2
912019003824099329,tweet,2
912019024791425024,tweet,2
912019033175859200,tweet,2
912019049957208064,tweet,2
912019079300571136,tweet,2
912019255465570304,tweet,2
912018664098029571,deletion,2
912018664068706304,deletion,2
912018685056892928,deletion,2
912018706024341505,deletion,2
912018722801537024,deletion,2
912018747984146435,deletion,2
912018764740415488,deletion,2
912018752182669313,deletion,2
912018894776422400,deletion,2
912019003824099329,deletion,2
912019033175859200,deletion,2
912019049957208064,deletion,2
912019079300571136,deletion,2
912018794125647872,deletion,2
912018760567070720,deletion,2
912019024791425024,deletion,2
912019255465570304,deletion,2
912658983328022528,tweet,1
912659562121105409,tweet,1
912659587303710720,tweet,1
912659792799371264,tweet,1
912659826366349313,tweet,1
912659864106741761,tweet,1
912660392584843264,tweet,1
912660937869578240,tweet,1
912661000775708672,tweet,1
912661512459837441,tweet,1
912661931923853312,tweet,1
912661512459837441,deletion,1
912660392584843264,deletion,1
912659864106741761,deletion,1
912659587303710720,deletion,1
912661931923853312,deletion,1
912658983328022528,deletion,1
912660937869578240,deletion,1
912659792799371264,deletion,1
912661000775708672,deletion,1
912659562121105409,deletion,1
912659826366349313,deletion,1
912681292826923013,tweet,2
912682408511725569,tweet,2
912682639181647872,tweet,2
912683071190781952,tweet,2
912683805214953474,tweet,2
